soccode, level1, level2, level3, level4, fullcode, title, description
33-9031,15.91,22.34,28.77,35.20,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,"Act as oversight and security agent for management and customers. Observe casino or casino hotel operation for irregular activities such as cheating or theft by either employees or patrons. May use one-way mirrors above the casino floor, cashiers cage, and from desk. Use of audio/video equipment is also common to observe operation of the business. Usually required to provide verbal and written reports of all violations and suspicious behavior to supervisor."
33-9032,15.00,20.71,26.41,32.12,33-9032.00,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment."
33-9091,10.32,11.52,12.73,13.93,33-9091.00,Crossing Guards,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites."
33-9092,10.90,11.60,12.29,12.99,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Monitor recreational areas, such as pools, beaches, or ski slopes to provide assistance and protection to participants."
33-9093,22.79,24.17,25.56,26.94,33-9093.00,Transportation Security Screeners,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints."
33-9099,13.66,18.88,24.09,29.31,33-9099.02,Retail Loss Prevention Specialists,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets."
33-9099,13.66,18.88,24.09,29.31,33-9099.00,"Protective Service Workers, All Other",All protective service workers not listed separately.
35-1011,28.69,35.55,42.40,49.26,35-1011.00,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts."
35-1012,19.68,24.65,29.61,34.58,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.
35-2011,11.16,12.19,13.21,14.24,35-2011.00,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.
35-2012,13.25,16.40,19.54,22.69,35-2012.00,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias."
35-2013,17.61,29.88,42.14,54.41,35-2013.00,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.
35-2014,13.39,14.80,16.20,17.61,35-2014.00,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu."
35-2015,11.51,12.82,14.14,15.45,35-2015.00,"Cooks, Short Order",Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.
35-2019,11.33,14.42,17.51,20.60,35-2019.00,"Cooks, All Other",All cooks not listed separately.
35-2021,13.80,16.41,19.01,21.62,35-2021.00,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea."
35-3011,8.41,15.94,23.47,31.00,35-3011.00,Bartenders,"Mix and serve drinks to patrons, directly or through waitstaff."
35-3021,10.43,12.36,14.29,16.22,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Perform duties which combine preparing and serving food and nonalcoholic beverages.
35-3022,10.43,12.36,14.29,16.22,35-3022.01,Baristas,Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.
35-3022,10.43,12.36,14.29,16.22,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Serve food to diners at counter or from a steam table.
35-3031,8.49,10.12,11.74,13.37,35-3031.00,Waiters and Waitresses,Take orders and serve food and beverages to patrons at tables in dining establishment.
35-3041,12.08,12.92,13.77,14.61,35-3041.00,"Food Servers, Nonrestaurant","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars."
35-9011,8.42,10.36,12.31,14.25,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,"Facilitate food service. Clean tables, remove dirty dishes, replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons."
35-9021,11.27,12.09,12.90,13.72,35-9021.00,Dishwashers,"Clean dishes, kitchen, food preparation equipment, or utensils."
35-9031,8.45,10.63,12.81,14.99,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service."
35-9099,13.44,14.77,16.09,17.42,35-9099.00,"Food Preparation and Serving Related Workers, All Other",All food preparation and serving related workers not listed separately.
37-1011,14.28,19.76,25.25,30.73,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments."
37-1012,29.22,31.73,34.23,36.74,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs."
37-2011,11.17,14.00,16.84,19.67,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk."
37-2012,11.37,12.97,14.56,16.16,37-2012.00,Maids and Housekeeping Cleaners,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming."
37-2019,11.30,17.31,23.31,29.32,37-2019.00,"Building Cleaning Workers, All Other",All building cleaning workers not listed separately.
37-2021,16.77,17.95,19.14,20.32,37-2021.00,Pest Control Workers,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.
37-3011,13.98,16.23,18.48,20.73,37-3011.00,Landscaping and Groundskeeping Workers,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units."
37-3012,17.40,19.43,21.46,23.49,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or botanical crops. Usually requires specific training and State or Federal certification."
37-3013,17.20,19.31,21.42,23.53,37-3013.00,Tree Trimmers and Pruners,"Using sophisticated climbing and rigging techniques, cut away dead or excess branches from trees or shrubs to maintain right-of-way for roads, sidewalks, or utilities, or to improve appearance, health, and value of tree. Prune or treat trees or shrubs using handsaws, hand pruners, clippers, and power pruners. Works off the ground in the tree canopy and may use truck-mounted lifts."
