soccode, level1, level2, level3, level4, fullcode, title, description
39-3011,8.49,12.17,15.85,19.53,39-3011.00,Gaming Dealers,"Operate table games. Stand or sit behind table and operate games of chance by dispensing the appropriate number of cards or blocks to players, or operating other gaming equipment. Distribute winnings or collect players money or chips. May compare the houses hand against players hands."
39-3012,11.26,15.93,20.61,25.28,39-3012.00,Gaming and Sports Book Writers and Runners,"Post information enabling patrons to wager on various races and sporting events. Assist in the operation of games such as keno and bingo. May operate random number generating equipment and announce the numbers for patrons. Receive, verify, and record patrons wagers. Scan and process winning tickets presented by patrons and payout winnings for those wagers."
39-3019,13.36,19.47,25.57,31.68,39-3019.00,"Gaming Service Workers, All Other",All gaming service workers not listed separately.
39-3021,8.88,11.34,13.79,16.25,39-3021.00,Motion Picture Projectionists,Set up and operate motion picture projection and related sound reproduction equipment.
39-3031,8.68,11.23,13.77,16.32,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","Assist patrons at entertainment events by performing duties, such as collecting admission tickets and passes from patrons, assisting in finding seats, searching for lost articles, and locating such facilities as rest rooms and telephones."
39-3091,8.53,10.42,12.32,14.21,39-3091.00,Amusement and Recreation Attendants,"Perform variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides."
39-3092,15.28,21.86,28.43,35.01,39-3092.00,Costume Attendants,"Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances."
39-3093,NOPE,NOPE,NOPE,NOPE,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","Provide personal items to patrons or customers in locker rooms, dressing rooms, or coatrooms."
39-3099,12.03,19.08,26.14,33.19,39-3099.00,"Entertainment Attendants and Related Workers, All Other",All entertainment attendants and related workers not listed separately.
39-4011,22.28,30.10,37.91,45.73,39-4011.00,Embalmers,Prepare bodies for interment in conformity with legal requirements.
39-4021,17.20,18.06,18.91,19.77,39-4021.00,Funeral Attendants,"Perform variety of tasks during funeral, such as placing casket in parlor or chapel prior to service; arranging floral offerings or lights around casket; directing or escorting mourners; closing casket; and issuing and storing funeral equipment."
39-4031,27.60,39.47,51.33,63.20,39-4031.00,"Morticians, Undertakers, and Funeral Directors","Perform various tasks to arrange and direct funeral services, such as coordinating transportation of body to mortuary, interviewing family or other authorized person to arrange details, selecting pallbearers, aiding with the selection of officials for religious rites, and providing transportation for mourners."
39-5011,14.68,22.14,29.59,37.05,39-5011.00,Barbers,"Provide barbering services, such as cutting, trimming, shampooing, and styling hair, trimming beards, or giving shaves."
39-5012,8.82,14.05,19.29,24.52,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","Provide beauty services, such as shampooing, cutting, coloring, and styling hair, and massaging and treating scalp. May apply makeup, dress wigs, perform hair removal, and provide nail and skin care services."
39-5091,15.60,39.60,63.60,87.60,39-5091.00,"Makeup Artists, Theatrical and Performance","Apply makeup to performers to reflect period, setting, and situation of their role."
39-5092,8.17,10.84,13.51,16.18,39-5092.00,Manicurists and Pedicurists,Clean and shape customers fingernails and toenails. May polish or decorate nails.
39-5093,8.49,9.94,11.39,12.84,39-5093.00,Shampooers,Shampoo and rinse customers hair.
39-5094,16.73,20.22,23.70,27.19,39-5094.00,Skincare Specialists,Provide skincare treatments to face and body to enhance an individuals appearance. Includes electrologists and laser hair removal specialists.
39-6011,11.00,14.50,17.99,21.49,39-6011.00,Baggage Porters and Bellhops,Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.
39-6012,13.20,17.15,21.11,25.06,39-6012.00,Concierges,"Assist patrons at hotel, apartment, or office building with personal services. May take messages, arrange or give advice on transportation, business services or entertainment, or monitor guest requests for housekeeping and maintenance."
39-7011,11.03,13.73,16.42,19.12,39-7011.00,Tour Guides and Escorts,"Escort individuals or groups on sightseeing tours or through places of interest, such as industrial establishments, public buildings, and art galleries."
39-7012,11.03,13.73,16.42,19.12,39-7012.00,Travel Guides,"Plan, organize, and conduct long distance travel, tours, and expeditions for individuals and groups."
39-9011,9.76,11.25,12.75,14.24,39-9011.01,Nannies,"Care for children in private households and provide support and expertise to parents in satisfying childrens physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation."
39-9011,9.76,11.25,12.75,14.24,39-9011.00,Childcare Workers,"Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play."
39-9021,12.08,14.08,16.08,18.08,39-9021.00,Personal Care Aides,"Assist the elderly, convalescents, or persons with disabilities with daily living activities at the persons home or in a care facility. Duties performed at a place of residence may include keeping house (making beds, doing laundry, washing dishes) and preparing meals. May provide assistance at non-residential care facilities. May advise families, the elderly, convalescents, and persons with disabilities regarding such things as nutrition, cleanliness, and household activities."
39-9031,14.77,19.67,24.56,29.46,39-9031.00,Fitness Trainers and Aerobics Instructors,"Instruct or coach groups or individuals in exercise activities. Demonstrate techniques and form, observe participants, and explain to them corrective measures necessary to improve their skills."
39-9032,10.96,16.20,21.45,26.69,39-9032.00,Recreation Workers,"Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities, such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members."
39-9041,13.38,16.64,19.91,23.17,39-9041.00,Residential Advisors,"Coordinate activities in residential facilities in secondary and college dormitories, group homes, or similar establishments. Order supplies and determine need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem solving or refer them to counseling resources."
39-9099,12.36,19.99,27.61,35.24,39-9099.00,"Personal Care and Service Workers, All Other",All personal care and service workers not listed separately.
41-1011,17.00,26.48,35.95,45.43,41-1011.00,First-Line Supervisors of Retail Sales Workers,"Directly supervise and coordinate activities of retail sales workers in an establishment or department. Duties may include management functions, such as purchasing, budgeting, accounting, and personnel work, in addition to supervisory duties."
41-1012,44.66,66.92,89.19,111.45,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,"Directly supervise and coordinate activities of sales workers other than retail sales workers. May perform duties such as budgeting, accounting, and personnel work, in addition to supervisory duties."
41-2011,9.81,11.10,12.39,13.68,41-2011.00,Cashiers,"Receive and disburse money in establishments other than financial institutions. May use electronic scanners, cash registers, or related equipment. May process credit or debit card transactions and validate checks."
41-2012,10.77,14.31,17.84,21.38,41-2012.00,Gaming Change Persons and Booth Cashiers,"Exchange coins, tokens, and chips for patrons money. May issue payoffs and obtain customers signature on receipt. May operate a booth in the slot machine area and furnish change persons with money bank at the start of the shift, or count and audit money in drawers."
